,year,month,product_name,country_name,volume_kg,value_USD,trade_type,census_country_code,edible_code,FAO_country_code,HTS_number,RFMO,trade_associations,US_customs_district_code,US_customs_district_name,month_number
37,2002,June,CATFISH NSPF FILLET FROZEN,VIETNAM,18030,67550,IMP,5520,E,704,304206030,,"APEC, ASEAN",14,"NORFOLK, VA",6
38,2002,June,CATFISH NSPF FILLET FROZEN,VIETNAM,37422,105713,IMP,5520,E,704,304206030,,"APEC, ASEAN",18,"TAMPA, FL",6
39,2002,June,CATFISH NSPF FILLET FROZEN,VIETNAM,285689,832784,IMP,5520,E,704,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",6
40,2002,June,CATFISH NSPF FILLET FROZEN,VIETNAM,54134,160044,IMP,5520,E,704,304206030,,"APEC, ASEAN",28,"SAN FRANCISCO, CA",6
41,2002,June,CATFISH NSPF FILLET FROZEN,VIETNAM,18054,64870,IMP,5520,E,704,304206030,,"APEC, ASEAN",52,"MIAMI, FL",6
42,2002,June,CATFISH NSPF FILLET FROZEN,VIETNAM,19732,59975,IMP,5520,E,704,304206030,,"APEC, ASEAN",53,"HOUSTON-GALVESTON, TX",6
43,2002,July,CATFISH NSPF FILLET FROZEN,GUYANA,3130,6795,IMP,3120,E,328,304206030,,"CARICOM, CBERA",10,"NEW YORK, NY",7
44,2002,July,CATFISH NSPF FILLET FROZEN,GUYANA,29700,72023,IMP,3120,E,328,304206030,,"CARICOM, CBERA",18,"TAMPA, FL",7
45,2002,July,CATFISH NSPF FILLET FROZEN,BRAZIL,27216,40000,IMP,3510,E,76,304206030,CCAMLR,"CCAMLR, ICCAT, MERCOSUR",52,"MIAMI, FL",7
46,2002,July,CATFISH NSPF FILLET FROZEN,UNITED KINGDOM,10808,28046,IMP,4120,E,826,304206030,CCAMLR,"CCAMLR, EU, ICCAT, OECD",28,"SAN FRANCISCO, CA",7
47,2002,July,CATFISH NSPF FILLET FROZEN,THAILAND,1350,2274,IMP,5490,E,764,304206030,,"APEC, ASEAN",10,"NEW YORK, NY",7
48,2002,July,CATFISH NSPF FILLET FROZEN,THAILAND,1952,11112,IMP,5490,E,764,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",7
49,2002,July,CATFISH NSPF FILLET FROZEN,VIETNAM,18030,60245,IMP,5520,E,704,304206030,,"APEC, ASEAN",14,"NORFOLK, VA",7
50,2002,July,CATFISH NSPF FILLET FROZEN,VIETNAM,4043,15629,IMP,5520,E,704,304206030,,"APEC, ASEAN",18,"TAMPA, FL",7
51,2002,July,CATFISH NSPF FILLET FROZEN,VIETNAM,249723,756409,IMP,5520,E,704,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",7
52,2002,July,CATFISH NSPF FILLET FROZEN,VIETNAM,29318,84014,IMP,5520,E,704,304206030,,"APEC, ASEAN",28,"SAN FRANCISCO, CA",7
53,2002,July,CATFISH NSPF FILLET FROZEN,VIETNAM,18979,69768,IMP,5520,E,704,304206030,,"APEC, ASEAN",52,"MIAMI, FL",7
54,2002,July,CATFISH NSPF FILLET FROZEN,VIETNAM,40007,124986,IMP,5520,E,704,304206030,,"APEC, ASEAN",53,"HOUSTON-GALVESTON, TX",7
55,2002,August,CATFISH NSPF FILLET FROZEN,GUYANA,27420,66495,IMP,3120,E,328,304206030,,"CARICOM, CBERA",18,"TAMPA, FL",8
56,2002,August,CATFISH NSPF FILLET FROZEN,BRAZIL,4536,8455,IMP,3510,E,76,304206030,CCAMLR,"CCAMLR, ICCAT, MERCOSUR",52,"MIAMI, FL",8
57,2002,August,CATFISH NSPF FILLET FROZEN,THAILAND,8083,19236,IMP,5490,E,764,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",8
58,2002,August,CATFISH NSPF FILLET FROZEN,VIETNAM,24017,73515,IMP,5520,E,704,304206030,,"APEC, ASEAN",14,"NORFOLK, VA",8
59,2002,August,CATFISH NSPF FILLET FROZEN,VIETNAM,48990,156198,IMP,5520,E,704,304206030,,"APEC, ASEAN",18,"TAMPA, FL",8
60,2002,August,CATFISH NSPF FILLET FROZEN,VIETNAM,51067,147940,IMP,5520,E,704,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",8
61,2002,August,CATFISH NSPF FILLET FROZEN,VIETNAM,22556,74995,IMP,5520,E,704,304206030,,"APEC, ASEAN",28,"SAN FRANCISCO, CA",8
62,2002,August,CATFISH NSPF FILLET FROZEN,VIETNAM,36288,135303,IMP,5520,E,704,304206030,,"APEC, ASEAN",52,"MIAMI, FL",8
63,2002,August,CATFISH NSPF FILLET FROZEN,VIETNAM,63678,237502,IMP,5520,E,704,304206030,,"APEC, ASEAN",53,"HOUSTON-GALVESTON, TX",8
64,2002,September,CATFISH NSPF FILLET FROZEN,COLOMBIA,440,2006,IMP,3010,E,170,304206030,IATTC,"ANDEAN, IATTC",52,"MIAMI, FL",9
65,2002,September,CATFISH NSPF FILLET FROZEN,GUYANA,10206,24750,IMP,3120,E,328,304206030,,"CARICOM, CBERA",18,"TAMPA, FL",9
66,2002,September,CATFISH NSPF FILLET FROZEN,BRAZIL,9072,20000,IMP,3510,E,76,304206030,CCAMLR,"CCAMLR, ICCAT, MERCOSUR",52,"MIAMI, FL",9
67,2002,September,CATFISH NSPF FILLET FROZEN,VIETNAM,18371,62875,IMP,5520,E,704,304206030,,"APEC, ASEAN",4,"BOSTON, MA",9
68,2002,September,CATFISH NSPF FILLET FROZEN,VIETNAM,38279,126194,IMP,5520,E,704,304206030,,"APEC, ASEAN",14,"NORFOLK, VA",9
69,2002,September,CATFISH NSPF FILLET FROZEN,VIETNAM,35732,109870,IMP,5520,E,704,304206030,,"APEC, ASEAN",18,"TAMPA, FL",9
70,2002,September,CATFISH NSPF FILLET FROZEN,VIETNAM,147537,405555,IMP,5520,E,704,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",9
71,2002,September,CATFISH NSPF FILLET FROZEN,VIETNAM,44451,121993,IMP,5520,E,704,304206030,,"APEC, ASEAN",28,"SAN FRANCISCO, CA",9
72,2002,October,CATFISH NSPF FILLET FROZEN,GUYANA,2177,6060,IMP,3120,E,328,304206030,,"CARICOM, CBERA",10,"NEW YORK, NY",10
73,2002,October,CATFISH NSPF FILLET FROZEN,GUYANA,13608,33000,IMP,3120,E,328,304206030,,"CARICOM, CBERA",18,"TAMPA, FL",10
74,2002,October,CATFISH NSPF FILLET FROZEN,BRAZIL,8568,26460,IMP,3510,E,76,304206030,CCAMLR,"CCAMLR, ICCAT, MERCOSUR",52,"MIAMI, FL",10
75,2002,October,CATFISH NSPF FILLET FROZEN,VIETNAM,158659,470224,IMP,5520,E,704,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",10
76,2002,October,CATFISH NSPF FILLET FROZEN,VIETNAM,76236,224506,IMP,5520,E,704,304206030,,"APEC, ASEAN",28,"SAN FRANCISCO, CA",10
77,2002,November,CATFISH NSPF FILLET FROZEN,GUYANA,7450,18068,IMP,3120,E,328,304206030,,"CARICOM, CBERA",18,"TAMPA, FL",11
78,2002,November,CATFISH NSPF FILLET FROZEN,THAILAND,18000,22122,IMP,5490,E,764,304206030,,"APEC, ASEAN",10,"NEW YORK, NY",11
79,2002,November,CATFISH NSPF FILLET FROZEN,VIETNAM,19958,59400,IMP,5520,E,704,304206030,,"APEC, ASEAN",18,"TAMPA, FL",11
80,2002,November,CATFISH NSPF FILLET FROZEN,VIETNAM,168249,472945,IMP,5520,E,704,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",11
81,2002,November,CATFISH NSPF FILLET FROZEN,VIETNAM,49712,131318,IMP,5520,E,704,304206030,,"APEC, ASEAN",28,"SAN FRANCISCO, CA",11
82,2002,November,CATFISH NSPF FILLET FROZEN,VIETNAM,132907,313121,IMP,5520,E,704,304206030,,"APEC, ASEAN",53,"HOUSTON-GALVESTON, TX",11
83,2002,December,CATFISH NSPF FILLET FROZEN,GUYANA,18248,44253,IMP,3120,E,328,304206030,,"CARICOM, CBERA",18,"TAMPA, FL",12
84,2002,December,CATFISH NSPF FILLET FROZEN,INDIA,783,2333,IMP,5330,E,356,304206030,CCAMLR,CCAMLR,10,"NEW YORK, NY",12
85,2002,December,CATFISH NSPF FILLET FROZEN,VIETNAM,58155,151706,IMP,5520,E,704,304206030,,"APEC, ASEAN",10,"NEW YORK, NY",12
86,2002,December,CATFISH NSPF FILLET FROZEN,VIETNAM,255497,713487,IMP,5520,E,704,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",12
87,2002,December,CATFISH NSPF FILLET FROZEN,VIETNAM,57743,157054,IMP,5520,E,704,304206030,,"APEC, ASEAN",28,"SAN FRANCISCO, CA",12
88,2002,December,CATFISH NSPF FILLET FROZEN,VIETNAM,20412,62850,IMP,5520,E,704,304206030,,"APEC, ASEAN",53,"HOUSTON-GALVESTON, TX",12
89,2003,January,CATFISH NSPF FILLET FROZEN,GUYANA,3402,8250,IMP,3120,E,328,304206030,,"CARICOM, CBERA",18,"TAMPA, FL",1
90,2003,January,CATFISH NSPF FILLET FROZEN,VIETNAM,37920,92648,IMP,5520,E,704,304206030,,"APEC, ASEAN",10,"NEW YORK, NY",1
91,2003,January,CATFISH NSPF FILLET FROZEN,VIETNAM,78924,236000,IMP,5520,E,704,304206030,,"APEC, ASEAN",14,"NORFOLK, VA",1
92,2003,January,CATFISH NSPF FILLET FROZEN,VIETNAM,286889,824015,IMP,5520,E,704,304206030,,"APEC, ASEAN",18,"TAMPA, FL",1
93,2003,January,CATFISH NSPF FILLET FROZEN,VIETNAM,154268,435716,IMP,5520,E,704,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",1
94,2003,January,CATFISH NSPF FILLET FROZEN,VIETNAM,1634,4500,IMP,5520,E,704,304206030,,"APEC, ASEAN",28,"SAN FRANCISCO, CA",1
95,2003,January,CATFISH NSPF FILLET FROZEN,VIETNAM,19731,60600,IMP,5520,E,704,304206030,,"APEC, ASEAN",53,"HOUSTON-GALVESTON, TX",1
96,2003,January,CATFISH NSPF FILLET FROZEN,CHINA,17110,75393,IMP,5700,E,156,304206030,CCAMLR,"APEC, CCAMLR, ICCAT",4,"BOSTON, MA",1
97,2003,February,CATFISH NSPF FILLET FROZEN,GUYANA,4103,9950,IMP,3120,E,328,304206030,,"CARICOM, CBERA",18,"TAMPA, FL",2
98,2003,February,CATFISH NSPF FILLET FROZEN,INDIA,1973,5616,IMP,5330,E,356,304206030,CCAMLR,CCAMLR,10,"NEW YORK, NY",2
99,2003,February,CATFISH NSPF FILLET FROZEN,THAILAND,2030,5600,IMP,5490,E,764,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",2
100,2003,February,CATFISH NSPF FILLET FROZEN,VIETNAM,19731,56070,IMP,5520,E,704,304206030,,"APEC, ASEAN",10,"NEW YORK, NY",2
101,2003,February,CATFISH NSPF FILLET FROZEN,VIETNAM,19731,61175,IMP,5520,E,704,304206030,,"APEC, ASEAN",14,"NORFOLK, VA",2
102,2003,February,CATFISH NSPF FILLET FROZEN,VIETNAM,35249,99090,IMP,5520,E,704,304206030,,"APEC, ASEAN",18,"TAMPA, FL",2
103,2003,February,CATFISH NSPF FILLET FROZEN,VIETNAM,14050,68043,IMP,5520,E,704,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",2
104,2003,February,CATFISH NSPF FILLET FROZEN,CHINA,5674,17849,IMP,5700,E,156,304206030,CCAMLR,"APEC, CCAMLR, ICCAT",17,"SAVANNAH, GA",2
105,2003,February,CATFISH NSPF FILLET FROZEN,CHINA,15604,69847,IMP,5700,E,156,304206030,CCAMLR,"APEC, CCAMLR, ICCAT",27,"LOS ANGELES, CA",2
106,2003,March,CATFISH NSPF FILLET FROZEN,GUYANA,14288,34650,IMP,3120,E,328,304206030,,"CARICOM, CBERA",18,"TAMPA, FL",3
107,2003,March,CATFISH NSPF FILLET FROZEN,THAILAND,1000,2250,IMP,5490,E,764,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",3
108,2003,March,CATFISH NSPF FILLET FROZEN,VIETNAM,19731,53505,IMP,5520,E,704,304206030,,"APEC, ASEAN",10,"NEW YORK, NY",3
109,2003,March,CATFISH NSPF FILLET FROZEN,VIETNAM,54867,150510,IMP,5520,E,704,304206030,,"APEC, ASEAN",18,"TAMPA, FL",3
110,2003,March,CATFISH NSPF FILLET FROZEN,VIETNAM,57132,150451,IMP,5520,E,704,304206030,,"APEC, ASEAN",19,"MOBILE, AL",3
111,2003,March,CATFISH NSPF FILLET FROZEN,CHINA,3472,6508,IMP,5700,E,156,304206030,CCAMLR,"APEC, CCAMLR, ICCAT",4,"BOSTON, MA",3
112,2003,April,CATFISH NSPF FILLET FROZEN,GUYANA,18371,44550,IMP,3120,E,328,304206030,,"CARICOM, CBERA",18,"TAMPA, FL",4
113,2003,April,CATFISH NSPF FILLET FROZEN,THAILAND,10620,15240,IMP,5490,E,764,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",4
114,2003,April,CATFISH NSPF FILLET FROZEN,VIETNAM,39743,107010,IMP,5520,E,704,304206030,,"APEC, ASEAN",10,"NEW YORK, NY",4
115,2003,April,CATFISH NSPF FILLET FROZEN,VIETNAM,40320,56700,IMP,5520,E,704,304206030,,"APEC, ASEAN",18,"TAMPA, FL",4
116,2003,April,CATFISH NSPF FILLET FROZEN,VIETNAM,13210,66982,IMP,5520,E,704,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",4
117,2003,April,CATFISH NSPF FILLET FROZEN,VIETNAM,1090,3000,IMP,5520,E,704,304206030,,"APEC, ASEAN",28,"SAN FRANCISCO, CA",4
118,2003,May,CATFISH NSPF FILLET FROZEN,GUYANA,20412,49500,IMP,3120,E,328,304206030,,"CARICOM, CBERA",18,"TAMPA, FL",5
119,2003,May,CATFISH NSPF FILLET FROZEN,VIETNAM,18030,48400,IMP,5520,E,704,304206030,,"APEC, ASEAN",4,"BOSTON, MA",5
120,2003,May,CATFISH NSPF FILLET FROZEN,VIETNAM,58829,160515,IMP,5520,E,704,304206030,,"APEC, ASEAN",10,"NEW YORK, NY",5
121,2003,May,CATFISH NSPF FILLET FROZEN,VIETNAM,18030,48800,IMP,5520,E,704,304206030,,"APEC, ASEAN",14,"NORFOLK, VA",5
122,2003,May,CATFISH NSPF FILLET FROZEN,VIETNAM,31352,86878,IMP,5520,E,704,304206030,,"APEC, ASEAN",18,"TAMPA, FL",5
123,2003,May,CATFISH NSPF FILLET FROZEN,VIETNAM,18371,51435,IMP,5520,E,704,304206030,,"APEC, ASEAN",19,"MOBILE, AL",5
124,2003,May,CATFISH NSPF FILLET FROZEN,VIETNAM,134110,335415,IMP,5520,E,704,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",5
125,2003,May,CATFISH NSPF FILLET FROZEN,VIETNAM,545,3400,IMP,5520,E,704,304206030,,"APEC, ASEAN",28,"SAN FRANCISCO, CA",5
126,2003,May,CATFISH NSPF FILLET FROZEN,CHINA,19391,68128,IMP,5700,E,156,304206030,CCAMLR,"APEC, CCAMLR, ICCAT",17,"SAVANNAH, GA",5
127,2003,June,CATFISH NSPF FILLET FROZEN,GUYANA,17010,41250,IMP,3120,E,328,304206030,,"CARICOM, CBERA",18,"TAMPA, FL",6
128,2003,June,CATFISH NSPF FILLET FROZEN,BRAZIL,8640,17500,IMP,3510,E,76,304206030,CCAMLR,"CCAMLR, ICCAT, MERCOSUR",52,"MIAMI, FL",6
129,2003,June,CATFISH NSPF FILLET FROZEN,BANGLADESH,8767,11964,IMP,5380,E,50,304206030,,,27,"LOS ANGELES, CA",6
130,2003,June,CATFISH NSPF FILLET FROZEN,THAILAND,4140,9108,IMP,5490,E,764,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",6
131,2003,June,CATFISH NSPF FILLET FROZEN,VIETNAM,80284,240720,IMP,5520,E,704,304206030,,"APEC, ASEAN",10,"NEW YORK, NY",6
132,2003,June,CATFISH NSPF FILLET FROZEN,VIETNAM,15676,43439,IMP,5520,E,704,304206030,,"APEC, ASEAN",18,"TAMPA, FL",6
133,2003,June,CATFISH NSPF FILLET FROZEN,VIETNAM,194100,459979,IMP,5520,E,704,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",6
134,2003,June,CATFISH NSPF FILLET FROZEN,VIETNAM,1417,4840,IMP,5520,E,704,304206030,,"APEC, ASEAN",28,"SAN FRANCISCO, CA",6
135,2003,June,CATFISH NSPF FILLET FROZEN,VIETNAM,20412,43485,IMP,5520,E,704,304206030,,"APEC, ASEAN",53,"HOUSTON-GALVESTON, TX",6
136,2003,June,CATFISH NSPF FILLET FROZEN,CHINA,19391,62824,IMP,5700,E,156,304206030,CCAMLR,"APEC, CCAMLR, ICCAT",17,"SAVANNAH, GA",6
137,2003,June,CATFISH NSPF FILLET FROZEN,CHINA,35072,136407,IMP,5700,E,156,304206030,CCAMLR,"APEC, CCAMLR, ICCAT",27,"LOS ANGELES, CA",6
138,2003,July,CATFISH NSPF FILLET FROZEN,GUYANA,20344,49335,IMP,3120,E,328,304206030,,"CARICOM, CBERA",18,"TAMPA, FL",7
139,2003,July,CATFISH NSPF FILLET FROZEN,THAILAND,1370,2603,IMP,5490,E,764,304206030,,"APEC, ASEAN",10,"NEW YORK, NY",7
140,2003,July,CATFISH NSPF FILLET FROZEN,VIETNAM,80498,240720,IMP,5520,E,704,304206030,,"APEC, ASEAN",10,"NEW YORK, NY",7
141,2003,July,CATFISH NSPF FILLET FROZEN,VIETNAM,52955,143535,IMP,5520,E,704,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",7
142,2003,July,CATFISH NSPF FILLET FROZEN,VIETNAM,1678,2772,IMP,5520,E,704,304206030,,"APEC, ASEAN",28,"SAN FRANCISCO, CA",7
143,2003,July,CATFISH NSPF FILLET FROZEN,VIETNAM,16329,48600,IMP,5520,E,704,304206030,,"APEC, ASEAN",52,"MIAMI, FL",7
144,2003,July,CATFISH NSPF FILLET FROZEN,VIETNAM,19732,45240,IMP,5520,E,704,304206030,,"APEC, ASEAN",53,"HOUSTON-GALVESTON, TX",7
145,2003,July,CATFISH NSPF FILLET FROZEN,CHINA,4232,15109,IMP,5700,E,156,304206030,CCAMLR,"APEC, CCAMLR, ICCAT",20,"NEW ORLEANS, LA",7
146,2003,August,CATFISH NSPF FILLET FROZEN,GUYANA,20276,49170,IMP,3120,E,328,304206030,,"CARICOM, CBERA",18,"TAMPA, FL",8
147,2003,August,CATFISH NSPF FILLET FROZEN,VIETNAM,1215,2065,IMP,5520,E,704,304206030,,"APEC, ASEAN",10,"NEW YORK, NY",8
148,2003,August,CATFISH NSPF FILLET FROZEN,VIETNAM,19090,52374,IMP,5520,E,704,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",8
149,2003,August,CATFISH NSPF FILLET FROZEN,VIETNAM,436,2720,IMP,5520,E,704,304206030,,"APEC, ASEAN",28,"SAN FRANCISCO, CA",8
150,2003,August,CATFISH NSPF FILLET FROZEN,MALAYSIA,7425,9608,IMP,5570,E,458,304206030,,"APEC, ASEAN",53,"HOUSTON-GALVESTON, TX",8
151,2003,August,CATFISH NSPF FILLET FROZEN,CHINA,12639,37593,IMP,5700,E,156,304206030,CCAMLR,"APEC, CCAMLR, ICCAT",27,"LOS ANGELES, CA",8
152,2003,September,CATFISH NSPF FILLET FROZEN,GUYANA,29257,70388,IMP,3120,E,328,304206030,,"CARICOM, CBERA",18,"TAMPA, FL",9
153,2003,September,CATFISH NSPF FILLET FROZEN,CHINA,19245,80482,IMP,5700,E,156,304206030,CCAMLR,"APEC, CCAMLR, ICCAT",4,"BOSTON, MA",9
154,2003,September,CATFISH NSPF FILLET FROZEN,CHINA,19391,71588,IMP,5700,E,156,304206030,CCAMLR,"APEC, CCAMLR, ICCAT",20,"NEW ORLEANS, LA",9
155,2003,October,CATFISH NSPF FILLET FROZEN,VIETNAM,15118,32060,IMP,5520,E,704,304206030,,"APEC, ASEAN",10,"NEW YORK, NY",10
156,2003,October,CATFISH NSPF FILLET FROZEN,VIETNAM,74299,173994,IMP,5520,E,704,304206030,,"APEC, ASEAN",14,"NORFOLK, VA",10
157,2003,October,CATFISH NSPF FILLET FROZEN,VIETNAM,40822,75000,IMP,5520,E,704,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",10
158,2003,October,CATFISH NSPF FILLET FROZEN,VIETNAM,4794,24480,IMP,5520,E,704,304206030,,"APEC, ASEAN",28,"SAN FRANCISCO, CA",10
159,2003,October,CATFISH NSPF FILLET FROZEN,CHINA,19391,58639,IMP,5700,E,156,304206030,CCAMLR,"APEC, CCAMLR, ICCAT",20,"NEW ORLEANS, LA",10
160,2003,October,CATFISH NSPF FILLET FROZEN,CHINA,19958,68340,IMP,5700,E,156,304206030,CCAMLR,"APEC, CCAMLR, ICCAT",27,"LOS ANGELES, CA",10
161,2003,November,CATFISH NSPF FILLET FROZEN,GUYANA,7144,16763,IMP,3120,E,328,304206030,,"CARICOM, CBERA",18,"TAMPA, FL",11
162,2003,November,CATFISH NSPF FILLET FROZEN,VIETNAM,83060,187931,IMP,5520,E,704,304206030,,"APEC, ASEAN",27,"LOS ANGELES, CA",11
163,2003,November,CATFISH NSPF FILLET FROZEN,VIETNAM,1090,2142,IMP,5520,E,704,304206030,,"APEC, ASEAN",28,"SAN FRANCISCO, CA",11
164,2003,November,CATFISH NSPF FILLET FROZEN,CHINA,39252,162193,IMP,5700,E,156,304206030,CCAMLR,"APEC, CCAMLR, ICCAT",4,"BOSTON, MA",11
